date,headline,news,pdf-pill-label (2),text-nowrap,endless_more href,endless_more,minorchange (6),minorchange (7),minorchange (8),loginModal href,cblack href,cblack,pp-restricted-content href,pp-restricted-content,hidden-premium-post,hidden-premium-post href,hidden-premium-post (2),hidden-premium-post (3),pp-readmore-btn src,hideForSubscriber,minorchange (9),minorchange (10),card-block (3),card-block href,card-block (4),card-block href (2),card-block href (3),card-block (5),card-block (6),card-block href (4),card-block (7),card-block (8),card-block (9),card-block (10),card-block (11),card-block (12),card-title,card-block (50),card-block (51),gr href
06 Aug 2023,RELIANCE INDUSTRIES LTD. - 500325 - Reg. 34 (1) Annual Report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Aug 2023,RELIANCE INDUSTRIES LTD. - 500325 - Newspaper Clippings - 'Annual General Meeting' Of The Members Of …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05 Aug 2023,"Reliance Industries announces AGM date, record date for final dividend",Reliance Industries AGM: RIL board is expected to make announcements about Jio Financial Services share listing date in its Annual General Meeting scheduled on 28th August 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Aug 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Aug 2023,"RELIANCE INDUSTRIES LTD. - 500325 - ""Annual General Meeting"" Of The Members Of The Company, ""Record …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Aug 2023,"RELIANCE INDUSTRIES LTD. - 500325 - ""Annual General Meeting"" Of The Members Of The Company, ""Record …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Aug 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Aug 2023,"Brookfield, RIL bet on renewables in Australia","Brookfield Asset Management has partnered with Reliance Industries to invest $20-30 billion over the next decade in Australia's renewable energy sector. The companies will explore manufacturing opportunities for renewable energy and decarbonisation equipment in Australia, with the aim of accelerating the country's energy transition. The joint venture is part of Reliance Industries' strategy to establish a presence in Australia's growing renewable energy market. Brookfield Renewable Head of Australia, Luke Edwards, said the agreement would help de-risk and speed up Australia's energy transition.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=79&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Aug 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Aug 2023,RELIANCE INDUSTRIES LTD. - 500325 - Media Release By The Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jul 2023,"RELIANCE INDUSTRIES LTD. - 500325 - Update To Disclosure Dated April 8, 2021 - Regulation 30 …",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jul 2023,SAT sets aside SEBI fine of 25 crore on Mukesh Ambani,SAT sets aside SEBI's penalty order on RIL Chairman Mukesh Ambani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jul 2023,Jio BlackRock aims to disrupt $500 billion Indian AMC industry,This would be similar to what Jio did in the telecoms space: the market now is virtually a Jio-Airtel duoply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28 Jul 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Jul 2023,"Jio Financial Services, BlackRock agree to form joint venture to enter India's asset management industry","Jio Financial Services Limited and BlackRock Wednesday announced an agreement to form Jio BlackRock, a 50:50 joint venture, to deliver tech- enabled access to affordable, innovative investment solutions for millions of investors in India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Press Release By Jio Financial Services Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=80&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25 Jul 2023,Analysts raise RIL price targets by up to 15%,"The average price target of analysts is 2,790, which is about 12% above Reliance's closing price of 2,488 on Monday. The stock was down 2% over the previous day.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Media Release By The Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Jul 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24 Jul 2023,,Q1 results broadly in line as the energy business optimised operations and consumer business continued momentum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Jul 2023,,,,,,,,,,https://trendlyne.com/visitor/loginmodal.html?next=/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=80&qstime=1728896616&querystring_key=next,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Jul 2023,,"Reliance Industries (Reliance) reported YoY flat EBITDA and ~11% YoY decline in net earnings in Q1FY24. The oil-to-chemical (OTC) segment lagged with 27% YoY decline in segmental EBIT, reflective of the weak demand trends in downstream petroleum segment. Upstream, retail and digital services continued to show good YoY momentum – with sharply higher gas production from the new fields and sustained improvement in retail footprint driving growth.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=81&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Earnings Call Transcript,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jul 2023,RIL profit drops as refining biz falters,"Net profit fell to 18,258 crore in the three months ended 30 June from 19,405 crore in the year-ago quarter. Profit missed the average 18,302 crore estimated by a Bloomberg survey of analysts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Investor Presentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jul 2023,"Jio Financial: Is Street overplaying the stock, already?","At an estimated net worth of 23,500 crore, JFS is the fifth largest lender but with an undemonstrated track record",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 54 - Asset Cover details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Board Meeting Outcome for Outcome Of The Board Meeting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Consolidated And Standalone Unaudited Financial Results For The Quarter Ended …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=82&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jul 2023,"Jio Infocomm Q1 net profit rises 3% QoQ to Rs 4,863 crore","Its revenue from operations came in at Rs 24,042 crore, rising 2.76 percent from Rs 23,394 crore in the previous quarter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Jul 2023,Jio Financial Services investors sitting on 100% capital gain after price discovery,"Investors must note that they cannot sell JFS shares at the moment. Currently, JFS will remain at a constant price in all the indices where RIL is present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Jul 2023,"Reliance-JFSL demerger: Cost of acquisition of RIL, Jio Financial Services shares declared. Details here",Reliance-JFSL demerger: RIL board declares cost of acquisition for Reliance Industries Ltd as 95.32% and 4.68% for Reliance Strategic Investments Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Apportionment Of Cost Of Acquisition Of Equity Shares Of Reliance …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Updates And Disclosures Relating To Reliance Strategic Investments Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Jul 2023,"Jio Financial Services demerger: RIL share price may see a 3-5% upside, say experts","Reliance Industries' demerger of its financial services arm, Jio Financial Services, is expected to have a positive impact on the stock price. The demerger could unlock significant value for the company and its shareholders, similar to what happened when RIL demerged four entities in 2005.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=83&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 Jul 2023,Jio Financial Services demerger next week. Why you should buy Reliance shares before JFSL record date?,"JFSL record date: Reliance Industries has set record date on 20 July 2023 for the demerger of its financial services arm, Jio Financial Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Board Meeting Intimation for Considering And Approving The Standalone And …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13 Jul 2023, 07:30PM",RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 Jul 2023,Reliance Industries share price hits 52-week high; experts expect more upside,Reliance Industries share price: RIL stock hits a new 52-week high amid reports of the demerger and listing of Jio Financial Services and the buyout of minority shareholders in Reliance Retail. Analysts believe that these announcements will boost RIL's stock price.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Jul 2023,"Taking Stock: Market ends mildly higher amid volatility; RIL, metal stocks outshine",BSE midcap index down 0.45 percent and smallcap index shed 0.25 percent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 Jul 2023,,Reliance Retail exit offer targeted at minority shareholders and does not reflect full retail business value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09 Jul 2023,"Jio, Retail news to boost RIL shares","The RIL stock has underperformed the benchmark Nifty 50, rising a mere 3.4% in 2023 so far against an almost 7% jump in the Nifty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=84&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Record Date For The Purpose Of Determining The Equity Shareholders …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Updates And Disclosures In Connection With The Scheme Of Arrangement …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Please Find Attached The Public Notice Released By Reliance Retail …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07 Jul 2023,"D-St indices resume record run, bucking global selloff","Reliance Industries as well as state-owned oil and gas companies, property, automobile and heavyweight financials were at the vanguard of Thursday's rally that also pushed the broader market to newer heights.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Re-Affirmation Of Ratings With Respect To Non-Convertible Debentures Of The …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Update On The Scheme Of Arrangement Between Reliance Industries Limited …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 Jul 2023,"Dhirubhai Ambani death anniversary: Tina Ambani remembers 'true visionary', says he was 'far ahead of his time'","A few days back, Dhirubhai's elder daughter-in-law Nita Ambani also remembered her ""most inspiring guru"" Dhirubhai Ambani on the first day of 'Parampara - A Guru Purnima Special' at the Nita Mukesh Ambani Cultural Centre (NMACC).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=85&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 Jul 2023,Reliance launches the cheapest phone Jio Bharat V2 4G on trial at Rs 999,"Reliance launched Jio Bharat V2 4G smartphone in collaboration with Karbonn to produce India's cheapest smartphone at Rs 999. The device has pre-installed apps like Jio Cinema, Jio Pay, Jio Savan, etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Media Release Issued Jointly By Reliance Jio Infocomm Limited And …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Jul 2023,RELIANCE INDUSTRIES LTD. - 500325 - Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01 Jul 2023,"RIL, bp commence production from MJ field in KG D6 block",The MJ field represents the last of three major new deepwater developments the RIL-bp consortium have brought into production in block KG D6 off the east coast of India.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Disclosure Under Regulation 30 Of SEBI (Listing Obligations And Disclosure …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Closure of Trading Window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Announcement under Regulation 30 (LODR)-Press Release / Media Release,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=86&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliance-57 (4) : Prior intimation to the beginning of the …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22 Jun 2023,"Battle of billionaires: Elon Musk's Starlink eyes India, faces strong resistance from Mukesh Ambani's Reliance Jio","Reliance will continue nudging the Indian government to auction satellite spectrum, and not agree to the demands of foreign companies..The stakes are high for Musk. His push comes after a 2021 attempt to launch Starlink in India ran afoul of local regulators",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21 Jun 2023,"Reliance share price may see 35% upside, says Jefferies; assumes petchem margin recovery, Jio tariff hikes","In its upside scenario, Jefferies expects Reliance Industries stock to reach 3,450, assuming recovery in GRMs and petchem margins ahead of its estimates and faster consolidation in telecom, leading to tariff upside in Jio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Jun 2023,RIL tops Hurun's list of most valuable private sector companies in India; Adani firms' combined value falls 52%,"According to the report, the value of the top 500 companies from Burgundy Private and Hurun India list in India decreased marginally by 6.4 per cent to Rs 212 lakh crore from Rs 227 lakh crore as on October 30, 2022.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 Jun 2023,"TMS Ep458: Biparjoy cyclone, JioCinema, equity markets, MQ-9B drone","What are the economic implications of Biparjoy? After telcos, is Jio coming for OTTs? Where to invest as markets trade near record highs? What is the MQ-9B 'predator-B' drone? Answers here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,https://trendlyne.com/latest-news/1127/RELIANCE/reliance-industries-ltd/?page=87&qstime=1728896616,more,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19 Jun 2023,Reliance Industries resumes vessel operations at Sikka port in Gujarat,Several ports in Gujarat had suspended cargo operations last week due to unsafe weather conditions at sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 Jun 2023,Reliance may earn $10-15 billion revenue from new energy biz by 2030,"Billionaire Mukesh Ambani's Reliance Industries may by 2030 earn USD 10-15 billion from its new energy business spanning solar to hydrogen but will need acquisitions or partnerships to make up for limited expertise in technology, said a report by Sanford C Bernstein. Clean energy (solar, battery, electrolyzers, and fuel cells) represents a new growth pillar for Reliance with USD 2 trillion in investment in India through 2050. India is targeting solar capacity of 280GW and 5 million tonne of green H2 production by 2030. ""We expect EV penetration will reach 5 per cent for passenger and commercial vehicles and 21 per cent for two-wheelers. Clean energy could have a TAM (total addressable market) of USD 30 billion in 2030 (USD 10 billion currently). By 2050, ""we estimate the TAM could reach USD 200 billion and cumulative spending of USD 2 trillion,"" the brokerage said in the report. Oil-to-telecom conglomerate Reliance has announced forays into solar manufacturing as well as hydrogen i",,,,,announced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Disclosure Under Regulation 30 Of The SEBI (Listing Obligations And …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Jun 2023,RELIANCE INDUSTRIES LTD. - 500325 - Compliances-Reg. 39 (3) - Details of Loss of Certificate / …,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 Jun 2023,RIL could provide 15% return over next few months: Sandip Sabharwal,"I think that from a large cap side, I would think that as the banks are getting beaten down or not performing despite strong performance, I think from a perspective of one or two years, I would think ICICI bank looks reasonably placed because operationally they have been doing well, balance sheet is very strong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
